,amenities,bathrooms,bedrooms,fee,price,square_feet,cityname,state,time,state_num,city_num
2620,"['Cable or Satellite', 'Parking', 'Patio/Deck', 'Playground', 'Refrigerator']",1.0,1.0,No,0.009082217973231358,0.013759743351963708,Des Moines,IA,2019-12-26 11:18:05,24,172
2621,"['Basketball', 'Parking', 'Playground', 'Pool']",1.0,1.0,No,0.009082217973231358,0.013759743351963708,Dallas,TX,2019-09-18 00:02:57,23,245
2622,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.008604206500956023,0.013759743351963708,Logansport,IN,2019-12-26 11:14:23,1,611
2623,"['Cable or Satellite', 'Parking', 'Refrigerator', 'Storage']",1.0,1.0,No,0.008604206500956023,0.013759743351963708,Cheney,WA,2019-12-26 11:10:28,3,501
2624,"['Dishwasher', 'Fireplace', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.008508604206500956,0.013759743351963708,Omaha,NE,2019-12-26 11:19:21,38,224
2625,"['Garbage Disposal', 'Refrigerator']",1.0,1.0,No,0.008413001912045888,0.013759743351963708,Des Moines,IA,2019-12-19 21:41:27,24,172
2626,"['Dishwasher', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.008317399617590822,0.013759743351963708,Lawrence,KS,2019-12-26 11:24:36,42,367
2627,"['Gym', 'Playground', 'Pool']",1.0,1.0,No,0.008221797323135755,0.013759743351963708,Cleveland,OH,2019-09-17 21:30:12,30,165
2628,"['AC', 'Cable or Satellite', 'Gym', 'Parking', 'Patio/Deck', 'Pool', 'Storage', 'Tennis']",1.0,1.0,No,0.008164435946462715,0.013759743351963708,Elyria,OH,2019-09-17 19:20:18,30,440
2629,None,1.0,1.0,No,0.008126195028680689,0.013759743351963708,Omaha,NE,2019-12-26 11:35:13,38,224
2630,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.008126195028680689,0.013759743351963708,Saint Louis,MO,2019-12-22 11:42:43,35,178
2631,"['Cable or Satellite', 'Dishwasher', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.00803059273422562,0.013759743351963708,Lafayette,IN,2019-12-26 11:09:57,1,16
2632,None,1.0,1.0,No,0.00803059273422562,0.013759743351963708,Fairborn,OH,2019-09-18 01:50:26,30,612
2633,None,1.0,1.0,No,0.007934990439770554,0.013759743351963708,Paducah,KY,2019-12-18 11:15:58,28,613
2634,"['Dishwasher', 'Parking', 'Refrigerator']",1.0,1.0,No,0.007361376673040153,0.013759743351963708,Tulsa,OK,2019-12-26 11:12:21,36,190
2635,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.007246653919694072,0.013759743351963708,Cedar Rapids,IA,2019-12-26 11:15:17,24,614
2636,None,1.0,1.0,No,0.006692160611854685,0.013759743351963708,Sioux Falls,SD,2019-12-26 11:36:35,47,445
2637,"['Parking', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.006405353728489484,0.013759743351963708,Litchfield,MI,2019-12-26 11:15:46,27,615
2638,"['Dishwasher', 'Elevator', 'Internet Access', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.03273422562141491,0.013784806636757813,Austin,TX,2019-12-26 11:28:14,23,98
2639,None,1.0,1.0,No,0.03049713193116635,0.013784806636757813,San Diego,CA,2019-12-22 12:02:16,5,196
2640,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.023135755258126195,0.013784806636757813,Alexandria,VA,2019-12-26 11:07:21,2,46
2641,None,1.0,1.0,No,0.020936902485659655,0.013784806636757813,Renton,WA,2019-09-18 04:20:45,3,495
2642,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.02089866156787763,0.013784806636757813,Austin,TX,2019-12-26 11:28:55,23,98
2643,"['Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Refrigerator']",1.0,1.0,No,0.01768642447418738,0.013784806636757813,Bloomington,IN,2019-12-26 11:15:49,1,132
2644,"['Clubhouse', 'Fireplace', 'Gated', 'Gym', 'Patio/Deck', 'Playground', 'Pool', 'Storage', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.017590822179732315,0.013784806636757813,Lawrenceville,GA,2019-09-18 03:05:42,8,616
2645,"['Dishwasher', 'Internet Access', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.016118546845124284,0.013784806636757813,Austin,TX,2019-12-26 11:27:51,23,98
2646,"['Fireplace', 'Patio/Deck', 'Pool']",1.0,1.0,No,0.015946462715105164,0.013784806636757813,Lawrenceville,GA,2019-12-26 11:08:03,8,616
2647,"['Clubhouse', 'Dishwasher', 'Gated', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.015927342256214148,0.013784806636757813,Dallas,TX,2019-12-26 11:09:38,23,245
2648,['Parking'],1.0,1.0,No,0.011281070745697896,0.013784806636757813,Colorado Springs,CO,2019-09-18 01:35:32,13,247
2649,"['Cable or Satellite', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.011223709369024856,0.013784806636757813,Milwaukee,WI,2019-12-22 11:54:36,29,150
2650,"['Pool', 'Storage']",1.0,1.0,No,0.00982791586998088,0.013784806636757813,Houston,TX,2019-12-26 11:04:32,23,96
2651,"['AC', 'Cable or Satellite', 'Dishwasher', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,2.0,No,0.009732313575525812,0.013784806636757813,Piqua,OH,2019-09-18 02:01:04,30,617
2652,"['Clubhouse', 'Dishwasher', 'Fireplace', 'Hot Tub', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,2.0,No,0.04049713193116635,0.013809869921551919,Glendale,CA,2019-12-26 11:12:48,5,285
2653,None,1.0,1.0,No,0.030210325047801148,0.013809869921551919,Nashville,TN,2019-12-26 11:36:14,16,74
2654,"['Cable or Satellite', 'Dishwasher', 'Hot Tub', 'Internet Access', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.02164435946462715,0.013809869921551919,Denver,CO,2019-12-26 11:11:26,13,39
2655,None,1.0,1.0,No,0.019980879541108987,0.013809869921551919,Milwaukee,WI,2019-12-26 11:22:00,29,150
2656,None,1.0,1.0,No,0.0197131931166348,0.013809869921551919,Cedar Park,TX,2019-12-26 11:27:10,23,483
2657,"['Gym', 'Patio/Deck', 'Pool', 'Wood Floors']",1.0,1.0,No,0.019349904397705543,0.013809869921551919,Lakeway,TX,2019-12-26 11:28:19,23,618
2658,"['Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.018833652007648184,0.013809869921551919,Delafield,WI,2019-12-18 10:54:11,29,619
2659,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.017265774378585085,0.013809869921551919,Austin,TX,2019-12-26 11:30:43,23,98
2660,"['Basketball', 'Gym', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.01497131931166348,0.013809869921551919,San Antonio,TX,2019-12-22 11:42:36,23,110
2661,None,1.0,1.0,No,0.014818355640535373,0.013809869921551919,Shawnee,KS,2019-12-26 11:26:00,42,620
2662,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.012963671128107075,0.013809869921551919,Pflugerville,TX,2019-12-26 11:29:03,23,295
2663,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Hot Tub', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.011644359464627151,0.013809869921551919,Dallas,TX,2019-12-26 11:13:26,23,245
2664,"['AC', 'Clubhouse', 'Fireplace', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Storage']",1.0,1.0,No,0.011644359464627151,0.013809869921551919,Dallas,TX,2019-09-17 21:02:10,23,245
2665,"['AC', 'Clubhouse', 'Fireplace', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Storage']",1.0,1.0,No,0.010975143403441683,0.013809869921551919,Dallas,TX,2019-09-17 21:09:16,23,245
2666,"['AC', 'Clubhouse', 'Fireplace', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Storage']",1.0,1.0,No,0.009158699808795412,0.013809869921551919,Dallas,TX,2019-09-17 21:04:25,23,245
2667,"['Fireplace', 'Pool', 'Washer Dryer']",1.0,1.0,No,0.008795411089866157,0.013809869921551919,Dallas,TX,2019-09-17 21:00:48,23,245
2668,"['Dishwasher', 'Fireplace', 'Patio/Deck', 'Pool']",1.0,1.0,No,0.008221797323135755,0.013809869921551919,Urbana,IL,2019-12-26 11:17:35,15,188
2669,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.00745697896749522,0.013809869921551919,Nixa,MO,2019-12-26 11:17:04,35,621
2670,None,1.0,1.0,No,0.0230019120458891,0.013834933206346024,Atlanta,GA,2019-12-26 11:06:40,8,69
2671,None,1.0,1.0,No,0.01988527724665392,0.013834933206346024,San Antonio,TX,2019-12-22 11:42:38,23,110
2672,None,1.0,1.0,No,0.019407265774378585,0.013834933206346024,Oklahoma City,OK,2019-09-18 04:45:49,36,252
2673,None,1.0,1.0,No,0.014894837476099427,0.013834933206346024,Austin,TX,2019-12-26 11:28:29,23,98
2674,None,1.0,1.0,No,0.014818355640535373,0.013834933206346024,New Braunfels,TX,2019-12-22 11:42:47,23,447
2675,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Gated', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.011644359464627151,0.013834933206346024,Humble,TX,2019-12-26 11:20:57,23,622
2676,"['Gym', 'Parking', 'Pool', 'Storage']",1.0,1.0,No,0.02801147227533461,0.013859996491140128,Rockville,MD,2019-09-17 23:22:57,12,290
2677,"['Clubhouse', 'Fireplace', 'Gym', 'Internet Access', 'Pool']",1.0,1.0,No,0.01768642447418738,0.013859996491140128,Georgetown,TX,2019-12-26 11:29:16,23,258
2678,"['Parking', 'Patio/Deck', 'Storage', 'Washer Dryer', 'Wood Floors']",1.0,2.0,No,0.016252390057361378,0.013859996491140128,Pittsburgh,PA,2019-09-18 04:57:58,22,233
2679,['Pool'],1.0,1.0,No,0.01577437858508604,0.013859996491140128,Austin,TX,2019-12-26 11:30:15,23,98
2680,['Dishwasher'],1.0,1.0,No,0.01577437858508604,0.013859996491140128,San Marcos,TX,2019-12-22 11:43:33,23,57
2681,None,1.0,1.0,No,0.01577437858508604,0.013859996491140128,Cedar Park,TX,2019-12-14 11:26:34,23,483
2682,"['AC', 'Gated', 'Gym', 'Parking', 'Patio/Deck', 'Pool', 'Storage', 'Washer Dryer']",1.0,1.0,No,0.015009560229445506,0.013859996491140128,Houston,TX,2019-12-26 11:04:27,23,96
2683,"['Pool', 'Washer Dryer']",1.0,1.0,No,0.01338432122370937,0.013859996491140128,Austin,TX,2019-12-26 11:25:14,23,98
2684,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.012715105162523901,0.013859996491140128,Springfield,MO,2019-12-26 11:17:05,35,123
2685,['Washer Dryer'],1.0,1.0,No,0.012409177820267686,0.013859996491140128,Phoenix,AZ,2019-12-26 11:26:08,6,14
2686,None,1.0,1.0,No,0.007361376673040153,0.013859996491140128,Paragould,AR,2019-12-26 11:34:02,41,623
2687,None,1.0,1.0,No,0.028680688336520075,0.013885059775934233,Atlanta,GA,2019-12-26 11:27:13,8,69
2688,"['Basketball', 'Cable or Satellite', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Gated', 'Gym', 'Parking', 'Patio/Deck', 'Pool', 'TV', 'Washer Dryer', 'Wood Floors']",1.0,1.0,No,0.017782026768642448,0.013885059775934233,Austin,TX,2019-12-26 11:29:33,23,98
2689,"['Dishwasher', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.0169980879541109,0.013885059775934233,Suwanee,GA,2019-12-26 11:08:01,8,415
2690,"['Parking', 'Pool']",1.0,3.0,No,0.016252390057361378,0.013885059775934233,Monroeville,PA,2019-09-18 04:18:21,22,609
2691,"['AC', 'Cable or Satellite', 'Dishwasher', 'Gym', 'Internet Access', 'Parking', 'Patio/Deck', 'Washer Dryer', 'Wood Floors']",1.0,0.0,No,0.015296367112810707,0.013885059775934233,Los Angeles,CA,2019-12-09 10:53:32,5,134
2692,"['Dishwasher', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.014435946462715106,0.013885059775934233,San Antonio,TX,2019-12-26 11:24:30,23,110
2693,None,1.0,1.0,No,0.012906309751434034,0.013885059775934233,Omaha,NE,2019-12-26 11:25:00,38,224
2694,['Pool'],1.0,2.0,No,0.009560229445506692,0.013885059775934233,Monroeville,PA,2019-09-18 04:14:55,22,609
2695,None,1.0,1.0,No,0.008126195028680689,0.013885059775934233,Columbia,SC,2019-12-26 11:25:52,25,106
2696,"['Gym', 'Parking', 'Patio/Deck', 'Pool']",1.0,1.0,No,0.030860420650095602,0.013910123060728339,Rockville,MD,2019-09-17 23:17:16,12,290
2697,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.017590822179732315,0.013910123060728339,Austin,TX,2019-12-26 11:29:43,23,98
2698,"['AC', 'Alarm', 'Cable or Satellite', 'Dishwasher', 'Fireplace', 'Gated', 'Gym', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Washer Dryer']",1.0,1.0,No,0.013078393881453154,0.013910123060728339,Arlington,TX,2019-09-18 02:40:54,23,2
2699,None,1.0,1.0,No,0.011759082217973232,0.013910123060728339,Albuquerque,NM,2019-12-26 11:29:00,14,24
2700,"['Dishwasher', 'Parking', 'Patio/Deck']",1.0,1.0,No,0.00852772466539197,0.013910123060728339,Meridian,ID,2019-12-26 11:18:52,43,624
2701,None,1.0,1.0,No,0.004302103250478011,0.013910123060728339,Johnson City,TN,2019-12-26 11:37:59,16,625
2702,None,1.0,1.0,No,0.036806883365200764,0.013935186345522444,Austin,TX,2019-12-26 11:29:03,23,98
2703,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.025334608030592735,0.013935186345522444,Austin,TX,2019-12-26 11:27:50,23,98
2704,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.02101338432122371,0.013935186345522444,Milwaukee,WI,2019-12-26 11:11:56,29,150
2705,"['Fireplace', 'Gym', 'Parking', 'Patio/Deck', 'Pool', 'TV', 'Washer Dryer']",1.0,1.0,No,0.018891013384321222,0.013935186345522444,Raleigh,NC,2019-09-18 00:53:23,7,117
2706,"['Gym', 'Washer Dryer', 'Wood Floors']",1.0,1.0,No,0.017017208413001913,0.013935186345522444,Austin,TX,2019-12-26 11:30:24,23,98
2707,None,1.0,1.0,No,0.016596558317399618,0.013935186345522444,Durham,NC,2019-12-26 11:27:04,7,436
2708,"['Clubhouse', 'Gym', 'Parking', 'Pool']",1.0,1.0,No,0.01586998087954111,0.013935186345522444,Austin,TX,2019-12-26 11:29:23,23,98
2709,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.014627151051625239,0.013935186345522444,Austin,TX,2019-12-26 11:29:30,23,98
2710,"['Gym', 'Parking', 'Pool', 'Wood Floors']",1.0,1.0,No,0.012657743785850861,0.013935186345522444,Lithonia,GA,2019-09-18 03:33:53,8,626
2711,None,1.0,1.0,No,0.038279158699808795,0.01396024963031655,Nashville,TN,2019-12-26 11:27:15,16,74
2712,"['Cable or Satellite', 'Dishwasher', 'Patio/Deck', 'Refrigerator', 'View']",1.0,1.0,No,0.02858508604206501,0.01396024963031655,Bothell,WA,2019-12-22 11:48:16,3,360
2713,"['Gym', 'Pool', 'Storage', 'Washer Dryer']",1.0,1.0,No,0.027782026768642446,0.01396024963031655,Austin,TX,2019-12-26 11:30:27,23,98
2714,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,3.0,No,0.026290630975143402,0.01396024963031655,Londonderry,NH,2019-12-26 11:10:22,37,334
2715,['Tennis'],1.0,1.0,No,0.01768642447418738,0.01396024963031655,Austin,TX,2019-12-26 11:28:39,23,98
2716,"['Parking', 'Storage', 'Wood Floors']",1.0,1.0,No,0.016845124282982793,0.01396024963031655,Dallas,TX,2019-09-17 20:16:50,23,245
2717,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage', 'Tennis']",1.0,1.0,No,0.013173996175908222,0.01396024963031655,Sterling Heights,MI,2019-12-22 11:45:16,27,529
2718,"['Parking', 'Storage']",1.0,1.0,No,0.03288718929254302,0.013985312915110654,South Weymouth,MA,2019-09-17 22:05:56,18,377
2719,"['Parking', 'Storage']",1.0,1.0,No,0.030019120458891012,0.013985312915110654,South Weymouth,MA,2019-09-17 22:04:17,18,377
2720,"['Parking', 'Storage']",1.0,1.0,No,0.029063097514340344,0.013985312915110654,South Weymouth,MA,2019-09-17 22:02:18,18,377
2721,['Parking'],1.0,1.0,No,0.025143403441682602,0.013985312915110654,Hasbrouck Heights,NJ,2019-09-18 04:56:46,19,316
2722,None,1.0,1.0,No,0.024760994263862333,0.013985312915110654,Hamden,CT,2019-12-26 11:41:03,31,191
2723,['Parking'],1.0,1.0,No,0.024378585086042064,0.013985312915110654,Hasbrouck Heights,NJ,2019-09-18 04:56:29,19,316
2724,None,1.0,1.0,No,0.022848948374760994,0.013985312915110654,Long Beach,CA,2019-09-18 03:33:55,5,149
2725,"['Clubhouse', 'Dishwasher', 'Elevator', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.020860420650095603,0.013985312915110654,Houston,TX,2019-12-26 11:04:29,23,96
2726,"['AC', 'Cable or Satellite', 'Dishwasher', 'Elevator', 'Gym', 'Internet Access', 'Parking', 'Pool', 'Storage', 'Washer Dryer', 'Wood Floors']",1.0,1.0,No,0.020363288718929253,0.013985312915110654,Winston Salem,NC,2019-09-17 18:25:36,7,627
2727,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.015487571701720841,0.013985312915110654,Georgetown,TX,2019-12-26 11:27:48,23,258
2728,"['AC', 'Cable or Satellite', 'Dishwasher', 'Internet Access', 'Patio/Deck', 'Pool', 'Refrigerator', 'Washer Dryer']",1.0,1.0,No,0.015487571701720841,0.013985312915110654,Glen Burnie,MD,2019-09-18 02:57:16,12,17
2729,None,1.0,1.0,No,0.009464627151051626,0.013985312915110654,San Antonio,TX,2019-12-26 11:40:54,23,110
2730,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.006787762906309751,0.013985312915110654,Houston,TX,2019-12-26 11:13:25,23,96
2731,"['Dishwasher', 'Refrigerator']",1.0,1.0,No,0.07648183556405354,0.01401037619990476,San Francisco,CA,2019-12-26 11:08:34,5,6
2732,None,1.0,1.0,No,0.03919694072657744,0.01401037619990476,Washington,DC,2019-12-25 20:20:39,10,13
2733,None,1.0,1.0,No,0.03260038240917782,0.01401037619990476,Dallas,TX,2019-12-26 11:24:28,23,245
2734,None,1.0,1.0,No,0.0260038240917782,0.01401037619990476,Austin,TX,2019-12-26 11:28:54,23,98
2735,None,1.0,2.0,No,0.025430210325047803,0.01401037619990476,Austin,TX,2019-12-26 11:29:21,23,98
2736,None,1.0,1.0,No,0.025047801147227534,0.01401037619990476,Anaheim,CA,2019-12-26 11:22:08,5,66
2737,"['Clubhouse', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,2.0,No,0.0248565965583174,0.01401037619990476,Edina,MN,2019-12-18 10:51:01,26,628
2738,None,1.0,1.0,No,0.024282982791587,0.01401037619990476,Fullerton,CA,2019-12-26 11:11:28,5,629
2739,None,1.0,1.0,No,0.02390057361376673,0.01401037619990476,Hawthorne,CA,2019-12-22 12:13:19,5,630
2740,"['Dishwasher', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.02390057361376673,0.01401037619990476,Minneapolis,MN,2019-12-18 10:51:06,26,139
2741,None,1.0,1.0,No,0.022848948374760994,0.01401037619990476,Boulder,CO,2019-12-26 11:34:39,13,64
2742,"['Basketball', 'Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Gated', 'Hot Tub', 'Internet Access', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.021892925430210326,0.01401037619990476,Denver,CO,2019-12-26 11:11:27,13,39
2743,"['Elevator', 'Pool']",1.0,1.0,No,0.021204588910133843,0.01401037619990476,Houston,TX,2019-12-26 11:04:16,23,96
2744,"['Clubhouse', 'Dishwasher', 'Hot Tub', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.021032504780114723,0.01401037619990476,Maitland,FL,2019-12-26 11:11:11,9,631
2745,None,1.0,1.0,No,0.02101338432122371,0.01401037619990476,Thornton,CO,2019-12-06 14:05:32,13,218
2746,"['Dishwasher', 'Parking', 'Patio/Deck']",1.0,2.0,No,0.018738049713193115,0.01401037619990476,Champaign,IL,2019-12-26 11:17:36,15,156
2747,None,1.0,1.0,No,0.018451242829827914,0.01401037619990476,Austin,TX,2019-12-26 11:30:47,23,98
2748,"['Parking', 'Refrigerator']",1.0,1.0,No,0.018164435946462717,0.01401037619990476,Austin,TX,2019-12-22 12:18:07,23,98
2749,None,1.0,1.0,No,0.016577437858508605,0.01401037619990476,Bradenton,FL,2019-09-17 18:51:44,9,296
2750,None,1.0,1.0,No,0.015965583173996177,0.01401037619990476,Leander,TX,2019-12-26 11:28:49,23,457
2751,"['Cable or Satellite', 'Dishwasher', 'Parking', 'Patio/Deck', 'Playground', 'Refrigerator', 'Storage']",1.0,1.0,No,0.015277246653919694,0.01401037619990476,West Saint Paul,MN,2019-12-22 11:55:31,26,632
2752,"['Clubhouse', 'Gym', 'Internet Access', 'Pool']",1.0,1.0,No,0.014952198852772467,0.01401037619990476,Austin,TX,2019-12-26 11:27:40,23,98
2753,None,1.0,2.0,No,0.014435946462715106,0.01401037619990476,Merriam,KS,2019-12-26 11:34:02,42,633
2754,None,1.0,1.0,No,0.014340344168260038,0.01401037619990476,Cleveland Heights,OH,2019-12-26 11:39:22,30,634
2755,['Pool'],1.0,1.0,No,0.013479923518164436,0.01401037619990476,Houston,TX,2019-12-26 11:04:13,23,96
2756,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Refrigerator', 'Storage']",1.0,2.0,No,0.01338432122370937,0.01401037619990476,Baltimore,MD,2019-12-22 11:45:01,12,100
2757,"['Cable or Satellite', 'Dishwasher', 'Internet Access', 'Refrigerator']",1.0,1.0,No,0.01338432122370937,0.01401037619990476,Houston,TX,2019-12-22 11:49:14,23,96
2758,None,1.0,1.0,No,0.013288718929254302,0.01401037619990476,Fargo,ND,2019-12-26 11:25:01,40,390
2759,"['Dishwasher', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.013193116634799235,0.01401037619990476,Austin,TX,2019-12-26 11:24:40,23,98
2760,None,1.0,1.0,No,0.013097514340344169,0.01401037619990476,Blanco,TX,2019-12-26 11:35:41,23,635
2761,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.012523900573613767,0.01401037619990476,Bettendorf,IA,2019-12-26 11:18:33,24,561
2762,"['Basketball', 'Gated', 'Internet Access', 'Pool']",1.0,1.0,No,0.012409177820267686,0.01401037619990476,Houston,TX,2019-12-26 11:03:23,23,96
2763,['Pool'],1.0,1.0,No,0.011854684512428298,0.01401037619990476,,,2019-12-26 11:04:28,0,0
2764,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.01158699808795411,0.01401037619990476,Omaha,NE,2019-12-26 11:19:27,38,224
2765,"['Cable or Satellite', 'Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.011338432122370937,0.01401037619990476,Indianapolis,IN,2019-12-26 11:10:53,1,161
2766,None,1.0,1.0,No,0.011089866156787764,0.01401037619990476,Sioux Falls,SD,2019-12-26 11:33:43,47,445
2767,None,1.0,1.0,No,0.010707456978967494,0.01401037619990476,Sioux Falls,SD,2019-12-26 11:33:30,47,445
2768,"['Cable or Satellite', 'Parking', 'Storage']",1.0,1.0,No,0.010420650095602295,0.01401037619990476,Greensboro,NC,2019-09-17 20:52:15,7,226
2769,None,1.0,1.0,No,0.010325047801147227,0.01401037619990476,Sioux Falls,SD,2019-12-26 11:33:36,47,445
2770,"['Cable or Satellite', 'Pool', 'Refrigerator']",1.0,1.0,No,0.010133843212237094,0.01401037619990476,Milwaukee,WI,2019-12-26 11:21:58,29,150
2771,None,1.0,1.0,No,0.009139579349904397,0.01401037619990476,Dallas,TX,2019-12-26 11:21:57,23,245
2772,"['Basketball', 'Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.008604206500956023,0.01401037619990476,Fayetteville,AR,2019-12-26 11:17:16,41,243
2773,"['Basketball', 'Clubhouse', 'Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.008604206500956023,0.01401037619990476,Longview,TX,2019-09-18 01:00:37,23,405
2774,"['Pool', 'Refrigerator']",1.0,1.0,No,0.008202676864244743,0.01401037619990476,Toledo,OH,2019-10-09 21:29:38,30,170
2775,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Tennis']",1.0,1.0,No,0.007934990439770554,0.01401037619990476,Memphis,TN,2019-12-26 11:10:43,16,28
2776,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.0076481835564053535,0.01401037619990476,Abilene,TX,2019-12-26 11:15:52,23,376
2777,None,1.0,1.0,No,0.007170172084130019,0.01401037619990476,Baton Rouge,LA,2019-12-18 11:17:26,39,363
2778,"['Dishwasher', 'Elevator', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.05334608030592734,0.014035439484698865,Detroit,MI,2019-12-26 11:23:10,27,244
2779,"['Clubhouse', 'Gym', 'Pool', 'Washer Dryer']",1.0,1.0,No,0.051338432122370936,0.014035439484698865,Pasadena,CA,2019-09-18 04:13:28,5,266
2780,['Gym'],1.0,2.0,No,0.02644359464627151,0.014035439484698865,Mercer Island,WA,2019-09-18 03:29:31,3,469
